person_id,political_party,source,location,purpose,items_paid_or_provided
2719,d,Amencan Bar Assocation,"Dana Pont, CA",Ligation Section Leadership Meeting,"Transportation, lodging, and meals"
2719,d,American Bar Association,"Toronto, Canada",ABA Annual Meeting,Transportation and lodging
2719,d,American Bar Association,"Philadelphia, PA",Litigation Section Leadership Meeting,Transportation and Lodging
2719,d,,,Committee on Federal Judicial Improvements,mad Pr an nL Re ed Tn TR LR I a a
2719,d,Comell Law School,"Ithaca, NY",Lecture,"Transportation, lodging, and meals"
2719,d,,,si aise. Sc gebul sani WA Se 4d Research Advisory Committee,TT aT eT Tne
2719,d,American Bar Association,"New Orleans, LA",ABA Midyear Mecting,"Transportation, lodging, and meals"
2719,d,American Bar Associaton,"San Juan, PR",Litigation Section Leadership Meeting,"Transportation, lodging, and meals"
2719,d,Amencan Bar Associaton,"St. Lows, MO",Litigation Section Leadership Meeting,"Transportation, lodging, and meals"
2719,d,American Bar Associaton,"Mam, FL",Intermanonal Law Section Fall Meeting,"Transportation, lodging, and meals"
2719,d,Comell Law School,"Ithaca, NY",Lecture,"Transportation, lodging, and meals"
2719,d,Ministry of Justice of Algeria,"Nemcen, Algeria",Attend/Participate in Conference on Drug Abuse,Transportation
2719,d,,,Meeting of ABA Section of International Law,hae Jubpmienas Cl AC iE rT ae
2719,d,American Bar Association & American Bar Foundation,"San Francisco, CA",Attend Participate in ABA Annual Meeting,"Transportation, lodging, and meals"
2719,d,Federal Bar Association,"Cleveland, OH",Attend/Participate in FBA National Convention,Lodgmg
2719,d,Comell Law School,"Ithaca, NY",Teach,"Transportation, lodging, and meals"
2719,d,,,Meeting of ABA Section of International Law,phe ae’ a nl
2719,d,,"ET TT sry FS,",in Appellate Judges Educational Institute,
2719,d,American Bar Association,"Dallas, TX",ABA Midyear Mecting,"Transportation, lodging, and meals"
2719,d,Racial & Ethnic Faimess in the Courts,,,
2719,d,Federal Bar Association,"Washington, DX",FBA Midyear Meeting,Transportation
2719,d,,,International Law Spring Meeting,"EER TEES Re © hb, LSAT Sad Rag registration"
2719,d,Comell Law School,"Ithaca, NY",Lecturer,"Transportation, lodging, and meals"
2719,d,,,Federal Bar Association Midyear Meeting,
2719,d,,,Meeting of ABA Section of Intemational Law,
2719,d,Federal Bar Association,"Atlanta, GA",Attend Participate in FBA Annual Convention,Tranportation
2719,d,"S, Comell Law School","Ithaca, NY",Teach/Lecture/Mike Presentations,Transportation and lodging
2719,d,,,Meeting of ABA Section of International Law,mad Pr an nL Re ed Tn TR LR I a a
2709,d,,,residence to duty station and return,
2709,d,,,residence to duty station and return,
2703,d,Connor Inn Annual Recepion and Dinner,"New York, NY",Attendee,"Transportation, meal, and hotel"
2703,d,"ABA Rule of Law Inititative Program, Bogota and Cali, Colombia",Colombia,Speaker,"Transportation, meals, hotel"
2703,d,LAIPLA Judges Dinner Program,"Los Angeles, CA",Speaker,"Transportation, meals, hotel"
2703,d,The Sedona Conference,"Washington, DC",Attendee,Meal
2703,d,Association of Corporate Patent Counsel,"Naples, Florida",Speaker,"Transportation, meals, hotel"
2703,d,Wake Forest Law School,"Winston-Salem, NC",Speaker,"Transportation, meals, hotel"
2703,d,Boston Intellectual Property Law Assocation and Federal Circuit Bar Assocation,"Boston, MA",Speaker,"Transportation, meals"
2703,d,Houston Bar Association,"Houston, TX",Speaker,"Meals, hotel"
2703,d,Austin Intellectual Property Law Association,"Austin, TX",Speaker,"Transportation, meals, hotel"
2703,d,Houston Intellectual Property Law Association,"Gavelston, TX",Speaker,"Transportation, meals, hotel"
2703,d,Federal Circuit Bar Assocation,"Honolulu, HI",Speaker,"Transportation, meals, hotel"
2703,d,American Intellectual Property Law Assocation,"National Harbor, MD",Speaker,Meal
2703,d,Federal Circuit Bar Association,"Washington, DC",Attendee,Meals
2703,d,Federal Circuit Bar Association,"Plano, TX",Speaker,"Transportation, meals, hotel"
2703,d,Hon. Jimmie V. Reyna IP American Inn of Court,"Minneapolis, MN",Speaker,"Transportation, meals, hotel"
2703,d,Pepperdine University Law School,,,
2703,d,Honor OF the Federal Judiciary,,legal organization,
2703,d,"Hon, Jimmie V. Reyna IP American Inn of Court","Minneapolis, MN",Speaker,"Transportation, meals, hotel"
2703,d,Boston Patent Law } Association Annual Dinner,"Boston, MA",Activity of professional legal organization,"Transporation, meals, hotel"
2703,d,Association Bench and Bar Conference,,ear Tr.,Ty a rm a TH ——
2703,d,Federal Circuit Bar Association,"Pans, France",Speaker,"Transportation, meals, hotel"
2703,d,World Intellectual Property Organization,"Geneva, Switzerland",Speaker,"Transportation, meals, hotel"
2703,d,Intellectual Property Inn of Court,,,abr 2 GF Le TRACT SN YE OTL LYEA TE
2703,d,Hon. William C. Conner Inn of Court,"New York, NY",Speaker,"Transportation, meals, hotel"
2703,d,Utah State Bar,"Salt Lake Clty, UT",Speaker,"Transportation, meals, hotel"
2703,d,Pepperdine School of Law,"Malibu, CA",Speaker,"Transportation, meals, hotel"
2703,d,Hispanic National Bar ) Association,"Orlando, FL",Speaker,"Transportation, meals, hotel"
2703,d,Intellectual Property Lawyers Association,"New York, NY",ACTIVITY OF profession legal organization,"Transportation, meals, hotel"
2703,d,Colorado State Bur,"Deaver, CO",Speaker,"Transportation, meals, hotel"
2703,d,Federal Circuit Bar Association,Ashville. NC,Speaker,"Transportation, meals, hotel"
2703,d,China Intellectual Property Association,"Shangai, China",Speaker,"Transportation, meals, hotel"
2703,d,Cincinnati Intellectual Property Association,"Cincinnati, OH",Speaker,"Transportation, meals, hotel"
2703,d,Federal Circuit Bar ; Association,"Geneva, Switzerland",Speaker,"Transportation, meals, hotel"
2703,d,Intellectual Property Lawyers Association of Chicago,"Chicago, IL",Speaker,"Transportation, meals, hotel"
2703,d,University of San Dicgo School of Law IP Conference,"San Diego, California",Speaker,"Transportation, meals, hotel"
2703,d,Oregon Hispanic Bar } Association Annual Dinner,"Portland, Oregon",Speaker,"Transportation, meals, hotel"
2703,d,"Judicial Council Meeting, Speaker",,"meeting, Speaker",
2703,d,"Florida Bar Association, IP Section Conf.","West Palm Beach, Florida",Speaker,"Transpotation, meals, hotel"
2703,d,Property Law Association Salute to the Judiciary,,,
2703,d,"School of Law, IP Law Conference",,,ht wie so inde ooo ates Shadad canaing Bethan
2703,d,"American Law Institute, Patent Trial Conf,","New York, New York",Speaker,"Transportation, meals, hotel"
2703,d,"Property Association, Summer Conference",,Speaker,"lt ER a i PT Ry Fl, a TL"
2703,d,"Association, Annual Bench and Bar Conference",,Speaker,
2703,d,"Convention, and Meeting of Judiial Council",,"Meeting, Speaker",
2703,d,2013 Koreu-US Intellectual Property Judicial Conference,"Seoul, Korea","Judicial Conference, Speaker","ransportation, meals, hotel"
2703,d,European Judges Forum,"Venice, Italy","Judicial Conterence, Speaker","Transportation, meals, hotel"
2703,d,W.C. Conner Inn of Court,"New York, NY",Speaker/Honoree,"Transportation, meals, hotel"
2703,d,USC Gould School of Law : 2018 IP Institute,"Santa Monica, CA",Speaker,"Transportation, meals, hotel"
2703,d,New York IPLA Judges Dinner,"New York, NY",Speaker,"Transportation, meals, hotel"
2703,d,Salishan Patent Law Conference,"Salishun, OR",Speaker,"Transportation, meals, hotel"
2703,d,Boston Patent Lawyers d Association Annual Dinner,"Boston, MA",Speaker,"Transporation, meals, hotel"
2703,d,Association Bench and Bar Conference,,,
2703,d,Law School Student Mecting- Luncheon,,,
2703,d,Association Annual Convention,,,
2703,d,Federal Circuit Bar : Association Conferene,"Ontawa, Canada",Speaker,"Transportation, meals, hotel"
2703,d,Federal Circutt Bar : Association Annual Dinner,"Washmgton, DX",Attendee,"ransportation, meals, hotel"
2703,d,Association Histoncal Society Annual Dinner,,legal organizatiuon,
2703,d,Minnesota Hispanic Bar Association,"Minneapolis, MN",Speaker,"Transportation, meals, hotel"
2703,d,Pepperdine University Law School,,,
2703,d,Association Mid-Year Conference & Moot Court,,wef oli con Luter arid hob at pt any ed,
2703,d,Honor OF the Federal Judiciary,,legal organization,
2703,d,"Conmnuting Legal Education, NYIPLA and NJIPLA",,,
2703,d,Association of Corporate Patent Counsel,"Lake Tahoe, NV",Speaker,"Transportation, meals, hotel"
2703,d,Association Bench and Bar Conference,,,lt lh ER re SE TT re A A LAT
2703,d,Mexican American Bar Foundation,"Houston, TX",Speaker,"Transportation, meals, hotel"
2703,d,"Houston Bar Association, Patent Law Section","Houston, TX",Speaker,"Transportation, meals, hotel"
2703,d,REVAL SAO ha SE Association Annual Convention,,,
2703,d,New Mexico State Bar Foundation,"Albuquerque, NM",Speaker,"Transportation, meals, hotel"
2703,d,Federal Circuit Bar Association,"Shanghai, China",Speaker,"Transportation, meals, hotel"
2703,d,Hon. Jimmie V. Reyna IP American Inn of Court,"Minneapohs, MN",Speaker,"Transportation, meals, hotel"
2703,d,Minnesota Justice Foundation,"Minneapolis, MN",Speaker,"Transportation, meals, hotel"
2703,d,Richard Linn American Inn of Court,"Chicago, lhinois",Bar Association meeting,"Transportation, meals, hotel"
2703,d,Federal Circuit Bar Association Annual Meeting,"Kev Biscayne, Florida","Bar Association meeting, speaker","Transportation, meals, hotel"
2703,d,Assocation & Eastern District of Texas Bar Association,,,
2703,d,Intellectual Property Lawyers Assocation of Chicago,"Chicago, Hhnois","Bar Association meeting, speaker","Transportation, meals, hotel"
2703,d,Federal Circuit Bar Association,"Santa Clara, CA",Speaker,"Transportation, meals, hotel"
2703,d,Utah Bar Association,"Salt Lake City, UT",Speaker,"Transportation, meals, hotel"
2703,d,Property Association (CIPLA),,,
2703,d,South Texas College of Law Houston,"Houston, TX",Speaker,"Transportation, meals, hotel"
2703,d,University of Rochester,"Rochester, New York",Speaker,"Transporation, meals, hotel"
2703,d,Association Bench and Bar Conference,,,"ng A ree, Tn"
2703,d,"Michigan State 1CLE, and Michigan State Bar",MacKinuc Island. MI,Speaker,"Transportation, meals, hotel"
2703,d,Federal Circuit Bar Association,"London, England",Speaker,"Transportation, meals, hotel"
2703,d,Minnesota CLE,"Minneapolis, MN",Speaker,"Transportation, meals, hotel"
2703,d,World Trade Organization,"Geneva, Switzerland",Speaker,"Transportation, meals, hotel"
2701,d,National Institute for Trial Advocacy,"Philadelphia, PA",Teaching,"Transportation, Food"
2701,d,NYU Law School,"New York, NY",Panelist at a conference,"Transportation, Lodging, Food"
2701,d,Emory Law School,"Atlanta, GA",Teaching,"Transportation, Lodging, Food"
2701,d,University of Michigan Law School/ACS/Latino Student Association,"Ann Arbor, Michigan",Meet with Students,"Trasnportation, Lodging, Food"
2701,d,National Institure for Trial } Advocacy,"Philadelphia, PA",Teaching,Parking & Milage
2701,d,National Institute for Trial g Advocacy,"Washington, DX",leaching,"Iransportation, Lodging , Food"
2701,d,Tulane University Law School,"New Orleans, LA",Judge Moot Court Competition,"Transportation, Lodgmg, Food"
2701,d,McGeorge Law School,"Sacramento, CA",Judge Moot Court Competition,"Transportation, Lodging, Food"
2701,d,6th Circuit,"Nashville, TN",Speak at 6th Cir Conference,"Transportation, Lodging Food"
2701,d,Stetson Law School,"St. Petersburg, Florida",Speak at EATS Conference,"I'ransportation, Lodging Food"
2701,d,Federal Judicial Center,"Houston, TX",Speak at Conference,"Transportation, Lodging, Food"
2701,d,American Constitution ) Society,"Washmgton, D.C",Attend Conlerence,"Transportation, Lodgmg, Food"
2701,d,Administrative Office of US Courts,"Washmgton, D.C",Speaker,"Transportation, Lodging, Food"
2701,d,Department of Justice,"Sun Dicgo, CA",Teach at the NAC,"Transportation, Lodging, Food"
2701,d,Federal Judicial Center,George Mason University,Participate in a Reentry Court Seminar,"Transportation, Meils and Hotel Room"
2701,d,Adminstrative Office of US Courts,"Columbia, S.C",Teach,"I ransportation, Meals and Hotel Room"
2701,d,Administrative Office of US } Courts,"Columbia, SC",Teach,"Transportation, Meals and Hotel Room"
2701,d,National Institure for Trial Advocacy,"Philadelphia, PA",Teaching,Parking
2701,d,University of Virginia Jefferson Society,Umiversity of Virgina,Lecture,"Iransportation, Lodging , Food"
2701,d,NYU Law School,NYL Law School,Interview Scholarship Candidates,"Transportation, Lodgmg , Food"
2701,d,Defense Recources Institute,"Nashville, TN",Lecture,"Transportation, Lodging, Food"
2701,d,Risk Monitor/America For Bulgaria,"Sofia, Bulgaria",Lecture/ Teaching,"Transportation, Lodging , Food"
2701,d,Courts,,Senate Confirmation Hearing,aT Fg Ey
2701,d,McGeorge School of Law,"Sucrumento, CA",Lecture,Transportation/Meals/Room
2701,d,National lnstiture for Trial Advocacy,"Philadelphia, PA",Teaching,Parking
2700,r,John Marshall Law School,"Chicago, lhinois",Dominic DiCarlo USCIT Lecture,"Transportation, meals, and lodging"
2697,d,"Cape Savings Bank, Cape May, NJ",,,aml MAREE aaa rt Conssrucdon/permanent loan on rental property
2697,d,National Conference of Bankrupicy Judges and Commercial Law League,,,"Speaker at NCH] Conference 10/15 - 10/18/03 in San Megs, CA - registration, transportation, good and lodging"
2697,d,First Amendment Center,"Newseum - Wash, DC",Conference,"Hotel, meals, transportation"
2697,d,National Conference of Bankruptcy Judges,,,"Speaker at NCBJ Conference 11/01-11/05/05 in San Antonio, TX - registration, transportation, food and lodging"
2697,d,"Cape Savings Bank, Cape May, NJ",,,Construction/permanent loan on rental property
2697,d,National Conference of Bankruptcy Judges (NCBJ),,,"NCBJ Annual Conference, November 2 - 4, 2006, San Francisco, CA (speaker on two panels); hotel, air fare, ground transportation, meals"
2697,d,National Association of Chapter Thirteen Trustees (NACTT),,,"NACTT Annual Meeting, June 29 - July 2, 2006, Denver, CO (speaker - BAPCAP Panel); hotel, air fare, ground transportation"
2697,d,American Bankruptcy Institute (ABI),,,"ABI Conference, 4/20 23, 2006, Washington, D.C. (speaker - Judges Roundtable); train fare, taxi fares"
2697,d,Tumaround Management Association (TMA),,,"TMA Annual Conference, March 23 - 25, 2006, Phoenix, AZ (keynote speaker); hotel, air fare, ground transportation, meals"
2697,d,"Ed AE ape Savings Bank, Cape May, NJ",,,ht Tntnbiar ig bpd Construction/permanent loan on rental property
2697,d,National Conference of Bankruptcy Judges and Commercial Law League,,,"Speaker at NCB) Conference 10/10 - 10/13/04 in Nashville, TN - registration, aransporalion, foed and lodging"
2697,d,Jack Miller Center,"Chicago, IL",Symposium for Civic Education,Travel
2697,d,American Bar Assoc,"San Francisco, CA","Annual meeting, Panal on Civic Education","Travel, lodging"
2697,d,Amencan Bar Assoc,Hotel Sax - Chicago. IL,Speech on Law- Related Education,"Travel, lodging"
2697,d,Natonal Constitution Center,Concord New Hampshire,Keynote Teacher Institute,Airfare & Hotel
2697,d,Rendell Center,Washington D.C,Symposium on Civic Education,Train & Howl
2697,d,,,HORE MEE A AARON ITS Ld & Event with Justice Sotomayor,
2697,d,International Association of Defense Counsel,"Chicago, IL",Panel for Corporate Counsel,"Air, lodgmg, food"
2697,d,ABOTA Foundation,"Austin, TX",Forum on Civic Education,"Air, lodging, food"
2697,d,Duke University School of Law,"Ruleigh Duram, NC",Judging Moot Court,"air, lodgmg, food"
2697,d,Tenth Anniversary Commemoration Committee,"Pittsburgh, PA",Keynote Speaker,"1/2 air, lodging, food"
2697,d,Blucation,,Education for Civics Teachers,
2697,d,Rendell Center for Civics and Civil Engagement,"Pittsburgh, PA",Elsie Hillman Civics Forum Advisory Council,Aartare
2697,d,ABA Subcommittee on Civic Education,Washington. D.C,Attend meeting,Train. Hotel & Taxis
2697,d,American Bar Association,Chicago. IL,On panel - Appellate Practice Institute,Train. Hotel Food & Taxis
2697,d,Practicing Law Institute,"New York, NY",Teaching CLE,"Train, Hotel, Taxis & Food"
2697,d,"National Conference Bankruptcy Jes,",Tampa. FL,On panel,"Aurtare., Hotel & Taxis"
2697,d,Aspen Institute,"Aspen, Colorado",Teach week-long course,"Airfare, Lodging, Food"
